applied,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,tests_passed,token_usage,ttft_s
False,0,rag_bm25,django__django-11910,0.8818805000046268,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-11964,0.8519253329723142,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-11999,0.8877093750052154,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-12113,0.9359934999956749,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-12125,0.8982623339979909,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12184,0.8983330840128474,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-12284,0.9129937079851516,0.25,0.0,0.43067655807339306,0.0,0.43067655807339306,0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12286,0.8816171250073239,0.5,0.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.0,0.1,0.3333333333333333,0.2,0.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12308,0.8703262080089189,0.1,0.0,0.2890648263178879,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-12453,0.9160882500000298,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12470,0.8389961249777116,0.14285714285714285,0.0,0.3333333333333333,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-12497,0.8769410420209169,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12589,0.9440633750054985,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12700,0.8612401250284165,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12708,0.9159046660060994,0.25,0.0,0.43067655807339306,0.0,0.43067655807339306,0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12747,0.8495527500053868,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12856,0.929475957993418,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12908,0.8617659999872558,0.125,0.0,0.31546487678572877,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-12915,0.8536817920394242,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-12983,0.9153662080061622,0.2,0.0,0.38685280723454163,0.0,0.38685280723454163,0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,1.0,False,0.0,
False,0,rag_bm25,django__django-13028,0.8812930409912951,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-13033,0.9533129999763332,0.5,0.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.0,0.1,0.3333333333333333,0.2,0.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,django__django-13158,0.8590954170213081,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_bm25,django__django-13220,0.8785458340425976,0.2,0.0,0.38685280723454163,0.0,0.38685280723454163,0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,1.0,False,0.0,
