applied,f1@10,f1@20,f1@5,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@10,ndcg@20,ndcg@5,pass_to_pass,precision@10,precision@20,precision@5,recall@10,recall@20,recall@5,success@10,success@20,success@5,tests_passed,token_usage,ttft_s
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,pallets__flask-4045,0.016330757993273437,0.25,0.43067655807339306,0.43067655807339306,0.43067655807339306,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,psf__requests-1963,0.017326185014098883,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.0,0,rag_bm25,pydata__xarray-3364,0.06490095099434257,0.1111111111111111,0.3010299956639812,0.3010299956639812,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.0,0,rag_bm25,pylint-dev__pylint-5859,0.11359972495120019,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,pytest-dev__pytest-11143,0.07830579008441418,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,scikit-learn__scikit-learn-10297,0.22688461490906775,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_bm25,scikit-learn__scikit-learn-13584,0.24985778401605785,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,sphinx-doc__sphinx-10325,0.1491625829366967,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_bm25,sympy__sympy-11400,0.4237386650638655,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,sympy__sympy-13177,0.4481626170454547,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,sympy__sympy-14317,0.6153287319466472,0.25,0.43067655807339306,0.43067655807339306,0.43067655807339306,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_bm25,sympy__sympy-16281,0.6808655810309574,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,sympy__sympy-18199,0.7131820020731539,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,sympy__sympy-20322,0.8258457820629701,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_bm25,sympy__sympy-22005,0.8053705099737272,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
