applied,f1@10,f1@20,f1@5,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@10,ndcg@20,ndcg@5,pass_to_pass,precision@10,precision@20,precision@5,recall@10,recall@20,recall@5,success@10,success@20,success@5,tests_passed,token_usage,ttft_s
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,psf__requests-1963,0.1255429619923234,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,pydata__xarray-3364,0.1676006990019232,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,pylint-dev__pylint-5859,0.5343558029271662,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,pytest-dev__pytest-11143,0.20682858198415488,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,scikit-learn__scikit-learn-10297,0.5340994409052655,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,scikit-learn__scikit-learn-13584,0.5822660190751776,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.0,0,rag_dense,sphinx-doc__sphinx-10325,0.401464979047887,0.1,0.2890648263178879,0.2890648263178879,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,sympy__sympy-11400,0.8187065729871392,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,sympy__sympy-13177,0.8571678579319268,0.2,0.38685280723454163,0.38685280723454163,0.38685280723454163,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,sympy__sympy-14317,0.9189050470013171,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,sympy__sympy-16281,0.9739331769524142,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,sympy__sympy-18199,1.0361861229175702,0.3333333333333333,0.5,0.5,0.5,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,sympy__sympy-20322,1.0997101359535009,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,sympy__sympy-22005,1.1771015269914642,0.25,0.43067655807339306,0.43067655807339306,0.43067655807339306,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
