applied,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,tests_passed,token_usage,ttft_s
False,0,rag_dense,django__django-11179,9.051628125016578,0.1111111111111111,0.0,0.3010299956639812,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11283,9.0377449580119,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11422,9.032735833956394,0.5,0.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.0,0.1,0.3333333333333333,0.2,0.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11564,9.153574750002008,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11583,9.155172290978953,0.5,0.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.0,0.1,0.3333333333333333,0.2,0.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11620,9.15881462499965,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11630,9.213834833004512,0.16666666666666666,0.0,0.3562071871080222,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11742,9.310054374975152,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11797,9.187547207984608,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11815,9.265152083011344,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11848,9.235638875048608,0.3333333333333333,0.0,0.5,0.5,0.5,0,0.0,0.1,0.3333333333333333,0.2,0.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11905,9.23343299998669,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11910,9.210818749968894,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11964,9.339409707987215,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11999,9.265125249978155,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12113,9.203537499997765,0.16666666666666666,0.0,0.3562071871080222,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12125,9.143004500016104,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12184,9.316825375019107,0.1111111111111111,0.0,0.3010299956639812,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12284,9.503659416979644,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12286,9.201843666960485,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-12308,9.343677625001874,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12453,9.251356000022497,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12470,9.912722666980699,0.2,0.0,0.38685280723454163,0.0,0.38685280723454163,0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,1.0,False,0.0,
False,0,rag_dense,django__django-12497,9.295320292003453,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12589,9.273027583025396,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12700,9.273788875027094,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12708,9.277714999974705,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12747,9.22782124998048,0.2,0.0,0.38685280723454163,0.0,0.38685280723454163,0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,1.0,False,0.0,
False,0,rag_dense,django__django-12856,9.278893416980281,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12908,9.249770583002828,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12915,9.213827542029321,0.3333333333333333,0.0,0.5,0.5,0.5,0,0.0,0.1,0.3333333333333333,0.2,0.0,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-12983,9.209094500052743,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-13028,9.201746583974455,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-13033,9.226036833948456,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-13158,9.2258318340173,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-13220,9.25089600001229,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
