applied,edit_similarity,f1@1,f1@10,f1@3,f1@5,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,success@1,success@10,success@3,success@5,tests_passed,token_usage,ttft_s
False,,0.0,0.15384615384615383,0.0,0.0,0,rag_dense,django__django-12184,1.7352718920010375,0.1111111111111111,0.0,0.14126697285982898,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_bm25,astropy__astropy-14182,0.3708479950000765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,django__django-15789,1.7969969650002895,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,sympy__sympy-22840,1.5757901839970145,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.30769230769230765,0.6666666666666666,0.5,0,rag_bm25,django__django-15252,0.9578139860095689,1.0,1.0,0.7039180890341347,0.7039180890341347,0.7039180890341347,0,1.0,0.2,0.6666666666666666,0.4,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.16666666666666669,0.0,0.0,0,rag_hybrid,sphinx-doc__sphinx-8721,1.0342029169987654,0.1,0.0,0.17723928678404774,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.25153846153846154,1.0,0.33333333333333337,0.4,0.28571428571428575,0,agentless,sympy__sympy-15011,231.67431372600004,1.0,1.0,0.7977228895450266,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,48395.0,4.751503051000327
False,,0.0,0.0,0.0,0.0,0,rag_dense,pytest-dev__pytest-5221,0.5657840329949977,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,django__django-15213,1.809005597999203,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.16666666666666669,0.0,0.0,0,rag_bm25,django__django-15851,0.9261711010040017,0.16666666666666666,0.0,0.21840743681816419,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.15384615384615383,0.3333333333333333,0.25,0,agentless,sympy__sympy-18057,247.7449001859968,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,54481.0,4.961029043999588
False,,1.0,0.5,0.5,0.5,0,react_agent,django__django-14238,8.567547702987213,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,16460.0,1.0313028620003024
False,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,react_agent,django__django-17051,12.81704747499316,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,39624.0,1.1015107189887203
False,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,react_agent,django__django-16139,8.276618107993272,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,23405.0,1.0084757939912379
False,,1.0,0.15384615384615383,0.3333333333333333,0.25,0,rag_bm25,astropy__astropy-6938,0.26988571099354886,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-14787,0.7209227499988629,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,1.0,0.33333333333333337,0.4,0.28571428571428575,0,agentless,matplotlib__matplotlib-23476,247.55766509599925,1.0,1.0,0.8315546295836225,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,50585.0,3.4163591909891693
False,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,react_agent,sphinx-doc__sphinx-8273,20.138513842990506,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,170582.0,0.9485726989951218
False,0.26813471502590674,0.0,0.33333333333333337,0.4,0.28571428571428575,0,agentless,django__django-14667,194.68546041299123,0.3333333333333333,0.0,0.5,0.3065735963827292,0.3065735963827292,0,0.0,0.2,0.3333333333333333,0.2,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,66657.0,8.840026319987373
False,,0.0,0.0,0.0,0.0,0,rag_bm25,pylint-dev__pylint-7993,0.37831469300726894,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,react_agent,django__django-13447,4.2239812500047265,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,9978.0,0.9206839719990967
False,,0.0,0.0,0.0,0.0,0,rag_dense,django__django-10914,1.6908882379939314,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,react_agent,pytest-dev__pytest-9359,22.3815774149989,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,127120.0,1.296030294004595
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-15695,0.7819723699940369,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,0.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_dense,scikit-learn__scikit-learn-13496,0.9650040729902685,0.3333333333333333,0.0,0.5706417189553201,0.3065735963827292,0.5706417189553201,0,0.0,0.2,0.3333333333333333,0.4,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,,0.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_hybrid,pytest-dev__pytest-5221,0.613847105007153,0.5,0.0,0.5912352048230277,0.38685280723454163,0.38685280723454163,0,0.0,0.2,0.3333333333333333,0.2,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-12125,0.618589042001986,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_hybrid,django__django-12286,2.319706609006971,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,1.0,0.30769230769230765,0.3333333333333333,0.5,0,rag_hybrid,django__django-13028,2.347195713999099,1.0,1.0,0.6508205185601091,0.46927872602275644,0.6508205185601091,0,1.0,0.2,0.3333333333333333,0.4,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.3333333333333333,0.4,0.3333333333333333,0,agentic_bm25,django__django-14672,17.922312074002548,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.5,0.5,0.5,1.0,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,False,81538.0,1.5956891299974814
False,,1.0,0.30769230769230765,0.6666666666666666,0.5,0,rag_dense,sympy__sympy-18199,1.483615456003463,1.0,1.0,0.7039180890341347,0.7039180890341347,0.7039180890341347,0,1.0,0.2,0.6666666666666666,0.4,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_dense,pytest-dev__pytest-5692,0.5665853620012058,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,1.0,0.5,0.5,0.5,0,agentic_bm25,django__django-13933,10.883950532999734,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,47769.0,1.2624346310003602
False,,0.0,0.0,0.0,0.0,0,rag_hybrid,sympy__sympy-21379,2.4490462000103435,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.11538461538461539,0.0,0.16666666666666669,0.0,0.0,0,agentless,pylint-dev__pylint-7080,79.4916567900218,0.1111111111111111,0.0,0.18457569677956817,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,98633.0,10.000173524982529
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,pytest-dev__pytest-5495,0.062123613999574445,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,1.0,1.0,1.0,1.0,0,agentic_bm25,pylint-dev__pylint-6506,6.495614006998949,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,23222.0,1.172312012000475
False,,0.0,0.15384615384615383,0.0,0.25,0,rag_dense,sphinx-doc__sphinx-8435,0.7804172850010218,0.25,0.0,0.20210734650054757,0.0,0.20210734650054757,0,0.0,0.1,0.0,0.2,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,django__django-14411,1.764711557989358,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.5714285714285715,0.3333333333333333,0.5714285714285715,0,agentic_bm25,sympy__sympy-12236,18.92860173900044,0.3333333333333333,0.0,0.4367467095119258,0.23463936301137822,0.4367467095119258,0,0.0,0.5,0.3333333333333333,0.5,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,False,77167.0,1.5307216430010158
False,0.08515167642362959,0.0,0.0,0.0,0.0,0,agentless,django__django-13768,181.50849823100725,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,54086.0,8.463317347996053
False,,1.0,1.0,1.0,1.0,0,agentic_bm25,matplotlib__matplotlib-22711,11.139146991998132,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,81637.0,1.5846861560021352
False,,1.0,0.5714285714285715,0.6666666666666666,0.5714285714285715,0,agentic_bm25,scikit-learn__scikit-learn-25638,13.520045042001584,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,False,60401.0,1.1406219480013533
False,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,react_agent,django__django-11583,23.382849136003642,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,95781.0,1.5958873989875428
False,,0.0,0.16666666666666669,0.0,0.28571428571428575,0,rag_hybrid,sympy__sympy-15011,2.0986179519968573,0.2,0.0,0.23719771276929622,0.0,0.23719771276929622,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_hybrid,django__django-15202,2.384490101991105,1.0,1.0,0.8503449055347546,0.6131471927654584,0.8503449055347546,0,1.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,django__django-16400,1.8790367010078626,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,django__django-16820,1.7946058079978684,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.24385447394296952,0.0,0.33333333333333337,0.8,0.5714285714285715,0,agentless,sympy__sympy-16988,172.09852586099987,0.5,0.0,0.6934264036172708,0.6934264036172708,0.6934264036172708,0,0.0,0.2,0.6666666666666666,0.4,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,39188.0,4.662590448000628
False,,0.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,psf__requests-2317,0.021597373008262366,0.3333333333333333,0.0,0.3065735963827292,0.3065735963827292,0.3065735963827292,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,1.0,1.0,1.0,0,agentic_bm25,sympy__sympy-16988,10.763796860999719,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,51846.0,1.0905860470011248
False,,1.0,0.3333333333333333,0.4,0.3333333333333333,0,react_agent,django__django-11797,19.146170740001253,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.25,0.3333333333333333,0.25,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,53536.0,1.2274623609991977
False,,0.0,0.0,0.0,0.0,0,rag_hybrid,sympy__sympy-21627,2.394277253988548,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.16666666666666669,0.0,0.0,0,rag_bm25,sympy__sympy-23191,0.8863886519975495,0.14285714285714285,0.0,0.20438239758848611,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,react_agent,django__django-16229,14.860754502005875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,36819.0,0.9179604660021141
False,0.17025440313111545,1.0,0.33333333333333337,0.8,0.5714285714285715,0,agentless,pydata__xarray-5131,166.12355790802394,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,34338.0,1.3662995750200935
False,,0.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_dense,sympy__sympy-12481,1.2117736450018128,0.5,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,pylint-dev__pylint-7080,1.1526216890051728,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.24442793462109955,1.0,0.33333333333333337,0.8,0.5714285714285715,0,agentless,sympy__sympy-19254,219.10561623100148,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,48233.0,5.214937597000244
False,,1.0,1.0,1.0,1.0,0,agentic_bm25,django__django-12125,8.259207718001562,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,31234.0,1.0677615140011767
False,0.2084848484848485,0.0,0.33333333333333337,0.8,0.5714285714285715,0,agentless,sympy__sympy-21614,221.36325051300082,0.5,0.0,0.6934264036172708,0.6934264036172708,0.6934264036172708,0,0.0,0.2,0.6666666666666666,0.4,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,57736.0,5.258156030002283
False,,0.0,0.0,0.0,0.0,0,rag_dense,django__django-17051,1.8074478110065684,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,1.0,1.0,1.0,0,agentic_bm25,django__django-17087,7.078692107999814,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,22141.0,1.33919302600043
False,,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_hybrid,scikit-learn__scikit-learn-11040,1.2514102809946053,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_dense,sphinx-doc__sphinx-8721,0.7843315200007055,0.3333333333333333,0.0,0.3065735963827292,0.3065735963827292,0.3065735963827292,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-11179,0.5439973180036759,1.0,1.0,0.8065735963827293,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,0.43509789702683105,0.0,0.16666666666666669,0.0,0.28571428571428575,0,agentless,sphinx-doc__sphinx-8506,228.19024400200578,0.25,0.0,0.2640681225725909,0.0,0.2640681225725909,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,41716.0,2.531456144992262
False,,0.0,0.0,0.0,0.0,0,react_agent,matplotlib__matplotlib-23987,11.811753590998705,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,53005.0,1.1006808289967012
False,,0.0,0.0,0.0,0.0,0,rag_bm25,sympy__sympy-12419,0.48551447699719574,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,rag_dense,sympy__sympy-13647,1.2834424440079601,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_dense,django__django-11583,1.7126421040011337,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_hybrid,pytest-dev__pytest-11143,0.7085252149990993,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,,1.0,1.0,1.0,1.0,0,react_agent,matplotlib__matplotlib-24334,11.242099626993877,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,27417.0,0.8608926879969658
False,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,react_agent,django__django-14155,8.842914799999562,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,28845.0,0.8572852250072174
False,,1.0,1.0,1.0,1.0,0,react_agent,astropy__astropy-14365,9.723142029994051,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,34715.0,1.205128761997912
False,,1.0,1.0,1.0,1.0,0,agentic_bm25,sympy__sympy-20212,9.885409403999802,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,30047.0,1.2028211930010002
False,,0.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-12286,0.603943401001743,0.5,0.0,0.5912352048230277,0.38685280723454163,0.38685280723454163,0,0.0,0.2,0.3333333333333333,0.2,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,,0.0,0.0,0.0,0.0,0,react_agent,sympy__sympy-13177,15.355445383989718,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,31875.0,1.2881832559942268
False,,0.0,0.16666666666666669,0.0,0.0,0,rag_bm25,sympy__sympy-13471,0.6227278080041287,0.125,0.0,0.19342640361727081,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,1.0,1.0,1.0,1.0,0,react_agent,django__django-17087,1.1654251590080094,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,1776.0,1.1648937269928865
False,,0.0,0.16666666666666669,0.0,0.28571428571428575,0,rag_dense,mwaskom__seaborn-3190,0.552573476001271,0.2,0.0,0.23719771276929622,0.0,0.23719771276929622,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,,0.0,0.16666666666666669,0.0,0.0,0,rag_dense,sympy__sympy-20442,1.5294397469988326,0.14285714285714285,0.0,0.20438239758848611,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
