applied,f1@1,f1@10,f1@3,f1@5,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,success@1,success@10,success@3,success@5,tests_passed,token_usage,ttft_s
False,1.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-11049,0.5496340619938564,1.0,1.0,0.8772153153380493,0.6131471927654584,0.8772153153380493,0,1.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-11099,0.5575752299992018,1.0,1.0,0.7903864795495061,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,0.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-11133,0.5443411460000789,0.5,0.0,0.6509209298071326,0.38685280723454163,0.6509209298071326,0,0.0,0.2,0.3333333333333333,0.4,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-11179,0.5501679530061665,1.0,1.0,0.8065735963827293,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-11283,0.5777723560022423,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-11422,0.5676283249995322,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-11564,0.5499804240025696,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-11583,0.5862188539977069,0.5,0.0,0.6934264036172708,0.6934264036172708,0.6934264036172708,0,0.0,0.2,0.6666666666666666,0.4,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-11620,0.6294561270042323,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-11630,0.6191710979983327,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-11742,0.5743122299973038,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-11797,0.5481399560012505,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-11815,0.6050928940021549,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-11848,0.5999391810037196,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.15384615384615383,0.3333333333333333,0.25,0,rag_bm25,django__django-11905,0.6104464870004449,0.5,0.0,0.2960819109658652,0.2960819109658652,0.2960819109658652,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-11910,0.5893028210048215,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-11964,0.6007528659974923,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-11999,0.6665531830003601,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-12113,0.5915583410023828,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-12125,0.6365944950011908,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-12184,0.6217175190031412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.0,0.28571428571428575,0,rag_bm25,django__django-12284,0.6499982770037604,0.25,0.0,0.2640681225725909,0.0,0.2640681225725909,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-12286,0.6280600050013163,0.5,0.0,0.5912352048230277,0.38685280723454163,0.38685280723454163,0,0.0,0.2,0.3333333333333333,0.2,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.0,0.0,0,rag_bm25,django__django-12308,0.6223846649954794,0.1,0.0,0.17723928678404774,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.15384615384615383,0.3333333333333333,0.25,0,rag_bm25,django__django-12453,0.638939668002422,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.30769230769230765,0.0,0.25,0,rag_bm25,django__django-12470,0.5664794000040274,0.2,0.0,0.3379680345449381,0.0,0.18154179253735267,0,0.0,0.2,0.0,0.2,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-12497,0.6395111579986406,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.15384615384615383,0.3333333333333333,0.25,0,rag_bm25,django__django-12589,0.6507427219985402,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-12700,0.6486603869998362,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.15384615384615383,0.0,0.25,0,rag_bm25,django__django-12708,0.641642230002617,0.25,0.0,0.20210734650054757,0.0,0.20210734650054757,0,0.0,0.1,0.0,0.2,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-12747,0.6301546409958974,1.0,1.0,0.8065735963827293,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-12856,0.5684333380049793,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-12908,0.6297582289989805,1.0,1.0,0.8065735963827293,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,1.0,0.28571428571428575,0.3333333333333333,0.4444444444444445,0,rag_bm25,django__django-12915,0.639552321001247,1.0,1.0,0.5585075862632192,0.46927872602275644,0.5585075862632192,0,1.0,0.2,0.3333333333333333,0.4,1.0,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.0,0.28571428571428575,0,rag_bm25,django__django-12983,0.6340272209999966,0.2,0.0,0.23719771276929622,0.0,0.23719771276929622,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.15384615384615383,0.3333333333333333,0.25,0,rag_bm25,django__django-13028,0.6600443570059724,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.15384615384615383,0.3333333333333333,0.25,0,rag_bm25,django__django-13033,0.6777157899996382,0.5,0.0,0.2960819109658652,0.2960819109658652,0.2960819109658652,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-13158,0.566475867999543,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.0,0.28571428571428575,0,rag_bm25,django__django-13220,0.6538020969965146,0.2,0.0,0.23719771276929622,0.0,0.23719771276929622,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.4615384615384615,0.6666666666666666,0.7499999999999999,0,rag_bm25,django__django-13230,0.6439060850025271,0.5,0.0,0.7122630665145961,0.5307212739772434,0.7122630665145961,0,0.0,0.3,0.6666666666666666,0.6,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-13265,0.6611630460029119,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.15384615384615383,0.3333333333333333,0.25,0,rag_bm25,django__django-13315,0.7204733469989151,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-13321,0.6838692300007096,0.5,0.0,0.6509209298071326,0.38685280723454163,0.6509209298071326,0,0.0,0.2,0.3333333333333333,0.4,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,0.0,0.16666666666666669,0.0,0.28571428571428575,0,rag_bm25,django__django-13401,0.6638421450043097,0.2,0.0,0.23719771276929622,0.0,0.23719771276929622,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-13447,0.6808459329986363,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.125,0.3333333333333333,0.20000000000000004,0,rag_bm25,django__django-13448,0.7079238079968491,0.5,0.0,0.1909208661789347,0.2960819109658652,0.21398626473452756,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.16666666666666666,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.13333333333333333,0.0,0.20000000000000004,0,rag_bm25,django__django-13551,0.6733318920014426,0.2,0.0,0.13120507751234178,0.0,0.13120507751234178,0,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-13590,0.680047325004125,0.5,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-13658,0.6842019500036258,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-13660,0.6903760209970642,1.0,1.0,0.8772153153380493,0.6131471927654584,0.8772153153380493,0,1.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-13710,0.7103161920022103,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-13757,0.6904803729994455,1.0,1.0,0.7903864795495061,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,1.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-13768,0.6896519160000025,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.28571428571428575,0,rag_bm25,django__django-13925,0.7364645570050925,1.0,1.0,0.8315546295836225,0.6131471927654584,0.6131471927654584,0,1.0,0.2,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,False,0.0,
False,0.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-13933,0.7084148639987689,0.5,0.0,0.6509209298071326,0.38685280723454163,0.6509209298071326,0,0.0,0.2,0.3333333333333333,0.4,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,1.0,0.30769230769230765,0.3333333333333333,0.25,0,rag_bm25,django__django-13964,0.7788351950002834,1.0,1.0,0.6257049680303419,0.46927872602275644,0.46927872602275644,0,1.0,0.2,0.3333333333333333,0.2,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-14016,0.7324184130047797,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-14017,0.7474146110034781,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-14155,0.7240155850013252,0.5,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.15384615384615383,0.0,0.0,0,rag_bm25,django__django-14238,0.7124350590020185,0.1,0.0,0.13565197343244778,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-14382,0.6043096089997562,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-14411,0.8274149939970812,0.5,0.0,0.6934264036172708,0.6934264036172708,0.6934264036172708,0,0.0,0.2,0.6666666666666666,0.4,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-14534,0.7968661690028966,1.0,1.0,0.8503449055347546,0.6131471927654584,0.8503449055347546,0,1.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,0.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-14580,0.6328886090050219,0.5,0.0,0.6509209298071326,0.38685280723454163,0.6509209298071326,0,0.0,0.2,0.3333333333333333,0.4,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,0.0,0.30769230769230765,0.3333333333333333,0.25,0,rag_bm25,django__django-14608,0.7369051610003226,0.5,0.0,0.4441228664487979,0.2960819109658652,0.2960819109658652,0,0.0,0.2,0.3333333333333333,0.2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-14667,0.7478120379964821,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.28571428571428575,0.3333333333333333,0.22222222222222224,0,rag_bm25,django__django-14672,0.7457676039994112,0.5,0.0,0.3764290720714305,0.2960819109658652,0.24630238874073,0,0.0,0.2,0.3333333333333333,0.2,0.0,0.5,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.14285714285714288,0.3333333333333333,0.22222222222222224,0,rag_bm25,django__django-14730,0.7313491590030026,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-14752,0.7339459740032908,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-14787,0.737782252006582,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.15384615384615383,0.0,0.25,0,rag_bm25,django__django-14855,0.7407464200005052,0.2,0.0,0.18154179253735267,0.0,0.18154179253735267,0,0.0,0.1,0.0,0.2,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-14915,0.7316878599958727,1.0,1.0,0.8772153153380493,0.6131471927654584,0.8772153153380493,0,1.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,0.0,0.15384615384615383,0.0,0.0,0,rag_bm25,django__django-14997,0.7464400460012257,0.16666666666666666,0.0,0.16716045496620227,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.0,0.0,0,rag_bm25,django__django-14999,0.824786414996197,0.14285714285714285,0.0,0.20438239758848611,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.14285714285714288,0.3333333333333333,0.22222222222222224,0,rag_bm25,django__django-15061,0.7300660449982388,0.5,0.0,0.24630238874073,0.2960819109658652,0.24630238874073,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-15202,0.7368713300020318,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.4,0.28571428571428575,0,rag_bm25,django__django-15213,0.7910617170055048,0.3333333333333333,0.0,0.3065735963827292,0.3065735963827292,0.3065735963827292,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.30769230769230765,0.6666666666666666,0.5,0,rag_bm25,django__django-15252,0.835669603999122,1.0,1.0,0.7039180890341347,0.7039180890341347,0.7039180890341347,0,1.0,0.2,0.6666666666666666,0.4,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.16666666666666669,0.0,0.28571428571428575,0,rag_bm25,django__django-15320,0.7495137099977001,0.2,0.0,0.23719771276929622,0.0,0.23719771276929622,0,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.33333333333333337,0.4,0.5714285714285715,0,rag_bm25,django__django-15347,0.7526887299973168,0.5,0.0,0.6509209298071326,0.38685280723454163,0.6509209298071326,0,0.0,0.2,0.3333333333333333,0.4,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,False,0.0,
False,0.0,0.0,0.0,0.0,0,rag_bm25,django__django-15388,0.776748714997666,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-15400,0.6265946499988786,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
False,1.0,0.33333333333333337,0.8,0.5714285714285715,0,rag_bm25,django__django-15498,0.7681649970036233,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,0.0,
